Date,MaxT,MeanT,MinT,MaxDewPoint,MeanDewPoint,MinDewpoint,MaxHumidity,MeanHumidity,MinHumidity,MaxSLP,MeanSLP,MinSLP,MaxVisibility,MeanVisibility,MinVisibility,MaxWindSpeed,MeanWindSpeed,MaxGustSpeed,Precipitation,CloudCover,Events,WindDirDegrees
2016-6-6,18.902,14.127,10.232,14.179,12.282,8.128,100,80,46,1021.186,1019.867,1019.762,10.000,8.000,2.000,21.103,8.030,,0.000,1.896,Fog,151
2016-6-7,24.005,18.037,13.169,16.131,14.060,11.699,100,78,46,1025.118,1022.996,1021.298,10.000,8.000,3.000,21.224,8.184,,0.817,4.031,Rain,309
2016-6-8,23.890,16.972,9.966,16.020,14.013,12.121,100,77,50,1025.003,1023.941,1022.039,10.000,10.000,8.000,16.325,10.151,,0.000,1.908,,273
2016-6-9,16.443,13.000,10.134,15.015,13.290,11.127,100,93,79,1022.835,1020.322,1017.178,10.000,5.000,0.000,16.022,8.074,,0.000,5.863,Fog,161
2016-6-10,19.855,16.127,12.268,16.123,13.075,12.065,100,87,61,1017.078,1012.090,1010.158,10.000,7.000,2.000,21.152,6.245,,1.116,1.826,Rain,166
2016-6-11,20.267,16.600,13.777,16.008,14.112,11.637,100,88,59,1011.363,1010.146,1010.050,10.000,8.000,3.000,21.317,5.210,,2.110,3.086,Rain,193
2016-6-12,22.156,17.954,13.077,16.007,14.005,12.128,100,82,55,1009.946,1006.981,1006.195,10.000,9.000,3.000,32.245,13.003,,0.579,3.223,Rain,263
2016-6-13,17.975,16.094,12.993,15.079,13.002,11.760,96,85,64,1006.866,1002.967,1000.944,10.000,10.000,5.000,23.311,11.095,25.821,6.272,4.092,Rain,251
2016-6-14,18.082,15.946,12.903,14.220,12.066,8.874,98,78,57,1000.672,996.866,996.040,10.000,10.000,8.000,26.139,18.043,,0.288,2.831,Rain,272
2016-6-15,17.027,13.824,11.244,14.320,12.177,10.161,100,87,53,999.125,995.948,994.901,10.000,9.000,3.000,21.022,10.158,,34.098,3.188,Rain-Thunderstorm,228
2016-6-16,21.951,16.994,11.927,14.006,12.059,11.172,98,80,51,1004.194,1001.036,998.920,10.000,10.000,8.000,26.006,14.020,47.841,4.187,1.964,Rain,311
2016-6-17,18.970,15.929,11.939,14.056,12.260,8.887,94,83,65,1016.294,1009.075,1003.864,10.000,10.000,10.000,26.181,16.120,,0.708,2.839,Rain,309
2016-6-18,18.792,13.077,7.645,12.117,10.218,7.896,99,75,51,1025.233,1021.217,1015.885,10.000,10.000,10.000,24.015,11.061,,0.000,2.111,,304
2016-6-19,18.083,13.327,8.038,17.313,13.030,7.708,100,92,81,1025.016,1021.836,1017.757,10.000,9.000,7.000,21.084,10.225,,2.032,5.999,Rain,195
2016-6-20,19.108,17.018,13.960,17.159,14.175,11.097,100,84,59,1017.101,1014.010,1012.075,10.000,10.000,7.000,23.032,16.139,,0.781,4.976,Rain,257
2016-6-21,21.405,16.007,11.820,14.061,12.020,11.023,90,76,50,1017.756,1017.155,1015.929,10.000,10.000,10.000,24.124,10.111,,0.000,3.054,,206
2016-6-22,20.894,18.110,13.763,17.098,15.355,13.122,100,90,72,1017.905,1017.353,1017.196,10.000,9.000,3.000,21.124,10.138,,0.157,4.728,Rain,180
2016-6-23,20.020,15.811,12.061,14.372,12.022,10.095,95,74,54,1018.783,1016.839,1016.107,10.000,10.000,10.000,21.110,11.139,,0.000,2.939,,307
2016-6-24,20.123,15.854,10.925,14.047,12.226,7.954,97,75,42,1019.131,1017.894,1017.056,10.000,10.000,6.000,27.116,13.052,,0.042,2.188,Rain,234
2016-6-25,19.148,13.955,8.878,13.045,11.410,9.073,100,78,53,1020.296,1018.895,1018.024,10.000,10.000,10.000,29.022,11.119,,0.000,1.956,,308
2016-6-26,18.035,13.003,8.714,16.309,12.050,10.209,100,84,52,1020.075,1018.630,1017.152,10.000,10.000,4.000,23.078,11.287,,0.245,4.164,Rain,267
2016-6-27,19.022,15.776,12.215,14.030,11.116,7.945,94,75,52,1021.426,1019.779,1017.231,10.000,10.000,10.000,27.055,16.238,,0.000,1.926,,297
2016-6-28,17.171,11.682,6.747,14.047,11.000,7.142,100,83,68,1020.102,1013.002,1006.946,10.000,10.000,5.000,50.139,14.320,74.143,0.067,1.849,Rain,220
2016-6-29,16.092,14.260,12.902,13.108,12.142,10.768,94,84,77,1011.913,1008.121,1006.824,10.000,10.000,6.000,32.041,16.211,45.052,0.230,3.112,Rain,219
2016-6-30,20.274,16.043,12.070,15.101,13.034,10.583,100,81,56,1009.884,1009.000,1008.015,10.000,10.000,6.000,26.139,11.185,,0.000,3.827,,222
2016-7-1,17.796,13.790,10.696,13.288,10.203,7.774,88,73,52,1012.066,1010.001,1008.983,10.000,10.000,10.000,32.226,18.002,48.075,0.097,3.064,Rain,253
2016-7-2,18.781,13.943,8.853,12.130,9.007,8.026,94,73,52,1018.000,1014.994,1011.968,10.000,10.000,10.000,27.231,16.159,47.046,0.085,2.097,Rain,260
2016-7-3,19.747,15.861,12.137,14.245,12.102,9.705,94,82,64,1021.129,1018.822,1016.945,10.000,10.000,10.000,21.165,10.167,,0.000,3.140,,182
2016-7-4,21.001,14.114,9.094,16.243,13.060,8.236,100,86,68,1021.174,1018.096,1016.129,10.000,10.000,7.000,23.351,8.113,,0.000,4.812,,198
2016-7-5,20.276,14.773,9.825,13.180,11.429,7.980,94,70,52,1023.117,1020.318,1015.941,10.000,10.000,10.000,27.059,19.172,46.904,0.000,2.951,,311
2016-7-6,19.132,12.968,7.014,12.115,10.035,5.721,100,75,52,1024.015,1022.914,1022.014,10.000,10.000,10.000,19.187,8.175,,0.000,1.831,,178
2016-7-7,20.083,16.986,12.906,14.009,13.092,12.309,94,79,68,1022.024,1019.026,1017.262,10.000,10.000,10.000,23.075,10.002,,0.000,1.791,,201
2016-7-8,21.997,18.836,15.742,16.256,14.292,12.865,88,77,64,1020.975,1017.133,1014.939,10.000,10.000,10.000,26.456,14.197,44.964,0.000,2.683,,259
2016-7-9,21.048,17.998,16.098,17.139,16.129,13.880,94,85,78,1019.957,1016.286,1011.629,10.000,10.000,9.000,35.028,21.310,,0.156,4.011,Rain,198
2016-7-10,19.854,18.065,16.243,17.044,14.140,11.826,94,77,64,1012.384,1007.970,1007.002,10.000,10.000,6.000,35.110,24.094,52.987,0.114,2.850,Rain,215
2016-7-11,20.721,17.073,12.665,14.082,12.137,10.199,94,73,56,1011.811,1009.190,1005.910,10.000,10.000,10.000,26.287,19.226,45.015,0.184,3.136,Rain,267
2016-7-12,17.949,13.980,11.005,12.319,9.073,6.704,88,73,49,1017.140,1014.051,1011.813,10.000,10.000,10.000,27.018,14.087,,0.099,1.938,Rain,298
2016-7-13,19.102,13.072,6.986,12.066,8.132,4.981,100,68,42,1023.094,1020.090,1017.226,10.000,10.000,10.000,32.144,13.095,48.011,0.000,0.792,,315
2016-7-14,19.792,15.003,9.954,12.203,10.001,8.280,94,71,49,1027.955,1025.939,1023.157,10.000,10.000,10.000,23.041,10.357,,0.000,2.113,,318
2016-7-15,21.090,15.862,10.456,15.013,13.243,8.774,94,81,68,1027.797,1026.854,1026.141,10.000,10.000,10.000,21.073,8.056,,0.000,5.055,,253
2016-7-16,23.911,19.029,14.095,17.098,15.303,12.262,94,76,65,1027.148,1025.940,1024.885,10.000,10.000,10.000,21.084,10.001,,0.000,2.087,,303
2016-7-17,25.792,21.119,16.838,18.182,17.023,15.125,88,75,57,1025.044,1023.419,1022.154,10.000,10.000,10.000,19.158,8.036,,0.000,1.205,,284
2016-7-18,25.932,18.782,11.974,17.211,16.077,12.046,100,76,54,1023.338,1021.225,1019.006,10.000,9.000,0.000,16.034,6.258,,0.000,0.937,Fog,134
2016-7-19,26.126,18.691,12.578,18.236,16.098,13.185,100,73,57,1018.862,1013.889,1008.593,,,,27.021,10.165,,0.000,,,146
2016-7-20,22.977,19.176,13.589,17.121,14.096,10.793,94,73,60,1015.838,1010.897,1005.975,10.000,10.000,8.000,27.387,14.260,,0.000,2.038,,291
2016-7-21,21.172,15.933,11.046,16.132,13.063,10.052,94,77,60,1018.173,1016.763,1016.112,10.000,10.000,10.000,16.190,8.307,,0.043,1.961,Rain,195
2016-7-22,22.918,17.398,11.868,17.221,14.080,11.933,100,79,61,1019.942,1018.359,1017.149,10.000,10.000,10.000,26.086,8.127,,0.271,0.905,Rain,180
2016-7-23,23.187,19.086,15.052,15.221,14.201,13.017,94,75,53,1020.907,1021.208,1019.759,10.000,10.000,8.000,19.250,8.047,,0.000,4.011,,290
2016-7-24,20.787,17.798,15.217,19.201,16.083,12.143,94,85,68,1020.045,1019.113,1017.327,10.000,10.000,5.000,21.221,10.160,,0.010,3.965,Rain,242
2016-7-25,20.795,15.950,11.650,14.116,12.100,11.069,94,72,56,1022.137,1019.993,1018.941,10.000,10.000,10.000,24.100,11.002,,0.000,1.858,,267
2016-7-26,21.115,17.036,12.754,15.039,13.018,10.863,94,79,64,1022.981,1021.369,1019.133,10.000,10.000,9.000,19.125,10.171,,0.072,4.126,Rain,236
2016-7-27,22.150,18.183,14.856,16.142,14.236,12.021,94,79,64,1018.970,1017.212,1015.926,10.000,10.000,8.000,23.124,14.076,,0.054,5.301,Rain,279
2016-7-28,23.919,17.079,10.860,17.019,14.008,10.226,100,77,53,1016.835,1014.434,1012.100,10.000,10.000,10.000,27.301,14.127,,0.122,4.011,Rain,247
2016-7-29,20.780,18.043,15.792,15.118,14.090,12.728,94,79,60,1013.034,1012.178,1011.052,10.000,10.000,9.000,24.067,11.064,36.794,0.097,4.096,Rain,289
2016-7-30,21.903,17.830,14.068,14.012,12.037,9.761,88,72,46,1016.332,1014.113,1012.800,10.000,10.000,10.000,14.384,10.191,,0.051,2.140,Rain,313
2016-7-31,21.254,16.026,9.835,13.096,11.267,8.011,94,71,46,1021.428,1018.044,1015.596,10.000,10.000,10.000,26.197,11.050,,0.000,2.130,Fog,315
2016-8-1,16.880,12.972,9.285,16.099,12.220,7.865,100,92,82,1020.998,1017.020,1011.181,10.000,8.000,4.000,29.058,8.011,38.816,0.176,4.974,Rain,187
2016-8-2,22.940,19.138,15.897,18.160,17.133,15.314,100,87,73,1011.196,1009.632,1008.957,10.000,10.000,6.000,24.176,14.067,,0.189,4.669,Rain,221
2016-8-3,21.098,18.081,16.173,17.097,13.212,10.754,88,72,56,1009.889,1009.043,1008.142,10.000,10.000,10.000,32.117,19.053,47.978,0.000,3.195,,242
2016-8-4,20.951,16.969,14.051,13.119,11.186,9.838,88,68,52,1016.305,1011.985,1009.334,10.000,10.000,8.000,27.220,18.004,37.011,0.007,2.021,Rain,276
2016-8-5,22.324,16.103,9.994,14.223,12.001,9.155,100,76,50,1025.205,1020.923,1016.108,10.000,10.000,10.000,26.216,10.114,,0.000,0.716,,301
2016-8-6,24.080,16.862,11.161,16.118,14.155,11.034,100,78,57,1028.136,1026.544,1025.019,10.000,9.000,0.000,21.076,8.053,,0.000,1.809,Fog,213
2016-8-7,22.010,19.140,15.855,17.092,14.041,11.014,88,72,53,1026.916,1024.931,1023.045,10.000,10.000,10.000,27.173,18.042,,0.000,3.998,,266
2016-8-8,18.568,16.165,11.852,13.190,11.018,9.336,88,70,52,1025.984,1023.720,1021.916,10.000,10.000,10.000,29.083,16.003,,0.000,2.046,,303
2016-8-9,19.551,13.075,7.173,12.053,9.150,6.081,100,71,49,1028.088,1026.842,1026.105,10.000,10.000,10.000,32.202,11.032,47.823,0.000,2.173,,328
2016-8-10,20.142,15.112,10.008,13.009,11.356,8.015,88,73,59,1026.973,1026.080,1024.799,10.000,10.000,10.000,24.051,11.097,,0.000,1.918,,311
2016-8-11,20.874,16.904,13.915,12.079,12.220,11.412,88,70,53,1025.887,1023.881,1023.926,10.000,10.000,10.000,29.002,18.008,,0.000,2.009,,296
2016-8-12,22.279,16.893,13.050,14.233,12.098,10.806,94,73,56,1026.093,1024.677,1024.301,10.000,10.000,10.000,24.098,11.084,41.941,0.000,1.855,,290
2016-8-13,23.146,17.195,12.025,16.073,13.100,10.150,94,75,50,1025.090,1024.011,1022.875,10.000,10.000,10.000,24.183,10.184,,0.058,4.076,Rain,287
2016-8-14,22.825,16.016,8.234,13.043,11.151,6.626,100,72,50,1025.993,1025.159,1023.969,10.000,10.000,10.000,13.406,6.082,,0.000,1.772,Fog,71
2016-8-15,22.136,14.111,8.230,13.046,11.129,7.176,94,72,46,1025.234,1022.963,1020.107,,,,29.114,10.006,,0.000,,,109
2016-8-16,22.029,13.853,8.017,14.228,12.209,8.014,100,72,53,1020.047,1017.006,1015.110,10.000,10.000,10.000,24.121,10.044,,0.000,1.692,Fog,133
2016-8-17,21.035,14.044,8.174,16.100,13.262,8.129,100,85,64,1014.741,1012.073,1010.147,10.000,7.000,5.000,19.157,6.014,,0.047,2.089,Fog-Rain,122
2016-8-18,21.603,18.819,15.866,16.155,16.373,14.610,100,83,68,1009.813,1010.187,1008.840,10.000,7.000,1.000,21.071,6.109,,0.000,4.268,Fog,177
2016-8-19,21.925,18.127,13.807,18.281,14.281,10.955,100,83,60,1008.050,1004.094,1002.256,10.000,9.000,4.000,37.103,18.222,51.837,0.136,3.758,Rain,188
2016-8-20,17.863,16.014,13.741,13.128,12.271,10.989,94,77,68,1011.938,1006.012,1003.429,10.000,10.000,10.000,37.346,26.202,57.911,0.112,4.159,Rain,233
2016-8-21,19.005,16.913,13.867,16.026,13.050,10.854,94,81,64,1021.959,1018.016,1012.066,10.000,10.000,4.000,27.176,21.011,,0.103,4.057,Rain,249
2016-8-22,23.992,18.884,13.873,16.185,15.122,13.095,94,76,60,1023.857,1023.298,1020.781,10.000,10.000,8.000,26.079,16.054,,0.434,2.800,Rain,203
2016-8-23,23.904,18.585,13.757,16.088,16.318,12.865,100,80,61,1024.148,1019.689,1018.061,10.000,8.000,4.000,24.002,10.056,,0.000,2.867,Fog,149
2016-8-24,22.897,18.960,15.070,17.156,16.346,15.022,100,82,65,1019.664,1018.985,1017.168,10.000,10.000,7.000,23.208,11.014,,0.078,2.092,Rain,335
2016-8-25,22.057,18.151,15.148,18.144,17.182,13.814,100,91,73,1017.645,1014.947,1013.777,10.000,7.000,0.000,13.073,6.086,,0.150,2.919,Fog-Rain,319
2016-8-26,22.934,16.706,11.677,16.212,13.234,9.671,100,78,46,1019.851,1018.079,1014.932,10.000,10.000,8.000,14.156,8.189,,0.022,1.091,Fog-Rain,320
2016-8-27,23.200,17.013,10.863,17.002,14.058,9.892,100,83,57,1018.817,1013.444,1010.680,10.000,9.000,7.000,26.211,8.206,,0.153,2.945,Rain,129
2016-8-28,20.606,18.001,15.053,17.032,16.214,12.911,100,87,73,1017.968,1013.222,1009.887,10.000,9.000,4.000,24.145,13.135,,0.309,3.023,Rain,226
2016-8-29,24.002,17.961,13.116,15.012,13.165,11.929,100,77,47,1026.233,1023.137,1019.109,10.000,9.000,5.000,14.116,10.238,,0.000,1.797,,298
2016-8-30,23.339,16.901,12.042,16.334,13.046,10.929,100,81,50,1025.619,1024.108,1021.087,10.000,7.000,0.000,24.163,8.084,,0.000,3.009,Fog,168
2016-8-31,21.321,15.969,11.964,16.037,13.296,9.867,100,83,53,1022.788,1021.144,1019.944,10.000,10.000,10.000,21.077,8.046,,0.086,3.196,Rain,253
2016-9-1,21.954,16.050,9.233,14.444,12.011,8.663,100,76,53,1024.604,1023.085,1021.667,10.000,10.000,10.000,14.268,6.100,,0.000,1.044,Fog,213
2016-9-2,21.304,17.070,13.713,18.116,14.041,11.042,94,82,60,1021.086,1018.892,1016.757,10.000,10.000,4.000,19.167,10.060,,0.235,3.935,Rain,220
2016-9-3,18.879,13.879,8.966,17.176,13.982,9.115,100,90,73,1019.098,1014.956,1010.972,10.000,10.000,7.000,34.023,14.058,,0.204,4.057,Rain,200
2016-9-4,20.116,18.144,14.071,16.133,13.142,12.234,100,79,64,1017.454,1014.222,1010.839,10.000,10.000,8.000,27.040,16.075,,0.078,3.237,Rain,269
2016-9-5,24.018,19.070,13.836,20.024,18.319,13.181,100,87,73,1023.333,1018.723,1014.031,10.000,10.000,7.000,19.014,10.008,,0.188,5.861,Rain,280
2016-9-6,23.001,19.071,15.976,18.113,17.160,14.982,100,83,69,1024.175,1022.881,1020.831,10.000,10.000,10.000,19.030,10.241,,0.000,3.544,,183
2016-9-7,22.623,18.030,13.983,19.250,16.226,13.852,100,85,64,1021.067,1014.931,1009.828,10.000,7.000,2.000,23.185,10.045,,0.000,3.909,Fog,111
2016-9-8,21.140,18.119,15.257,15.130,12.208,8.767,94,71,49,1013.745,1011.931,1009.039,10.000,10.000,9.000,32.062,16.156,,0.036,1.937,Rain,240
2016-9-9,20.201,17.986,14.610,17.147,16.003,13.266,94,86,78,1013.847,1013.239,1011.937,10.000,10.000,6.000,34.191,23.115,46.811,0.020,5.172,Rain,194
2016-9-10,18.923,14.280,9.929,17.009,13.059,7.799,100,83,60,1016.114,1011.951,1009.759,10.000,10.000,9.000,21.164,13.032,,0.096,4.023,Rain,289
2016-9-11,17.771,11.934,6.199,13.157,11.046,6.295,100,81,64,1017.232,1014.935,1011.889,10.000,10.000,10.000,27.094,10.201,,0.000,2.027,Fog,157
2016-9-12,19.853,18.289,16.917,17.154,16.233,12.848,94,86,77,1012.121,1010.038,1008.717,10.000,9.000,3.000,35.174,21.332,,0.000,4.875,,162
2016-9-13,21.644,17.969,13.962,19.042,17.224,12.855,100,92,83,1010.879,1007.960,1005.950,10.000,7.000,1.000,19.092,8.369,,0.131,0.843,Fog-Rain-Thunderstorm,9
2016-9-14,21.705,18.004,14.089,17.057,16.006,12.944,100,85,69,1012.119,1008.978,1006.121,10.000,9.000,6.000,24.034,13.037,,0.000,1.830,,120
2016-9-15,23.058,17.744,13.038,17.289,14.044,12.158,100,81,61,1011.868,1009.882,1008.910,10.000,9.000,4.000,21.101,10.105,,0.000,2.105,Fog,325
2016-9-16,19.263,16.098,12.187,14.026,11.138,9.154,88,75,56,1021.313,1015.671,1010.894,10.000,10.000,10.000,37.302,21.025,52.114,0.000,3.188,,320
2016-9-17,18.958,13.780,10.825,12.145,11.221,8.921,94,76,52,1022.779,1022.064,1020.789,10.000,10.000,10.000,26.303,11.030,,0.000,1.967,,322
2016-9-18,20.197,14.864,9.971,13.069,11.237,9.802,100,80,60,1023.345,1021.876,1021.075,10.000,10.000,10.000,13.104,5.115,,0.000,3.077,,315
2016-9-19,16.769,14.179,13.185,16.013,14.052,12.048,100,92,82,1022.937,1022.115,1021.103,10.000,9.000,4.000,13.070,3.188,,0.008,5.824,Rain,353
2016-9-20,17.812,14.116,10.894,13.338,12.285,9.997,94,85,72,1021.088,1020.083,1018.489,10.000,10.000,10.000,16.122,8.102,,0.000,3.910,,14
2016-9-21,18.164,13.712,9.991,15.014,12.228,10.025,100,87,72,1018.691,1016.082,1015.113,10.000,8.000,4.000,26.246,8.155,,0.000,1.708,Fog,164
2016-9-22,17.855,14.174,8.991,12.182,10.119,6.988,100,76,56,1022.155,1018.663,1016.994,10.000,10.000,10.000,19.142,8.078,,0.000,2.100,Fog,274
2016-9-23,17.781,12.109,5.803,11.009,8.276,5.855,100,76,49,1024.655,1023.078,1021.196,10.000,10.000,10.000,26.076,10.175,,0.000,0.810,,177
2016-9-24,18.851,17.399,16.131,16.088,14.202,13.086,100,83,73,1020.241,1012.709,1007.005,10.000,10.000,8.000,47.051,24.129,60.850,0.142,4.156,Rain,181
2016-9-25,17.055,12.913,10.630,16.040,10.228,7.145,94,77,52,1020.892,1014.949,1006.972,10.000,10.000,8.000,27.151,16.020,,0.313,1.820,Rain,233
2016-9-26,15.599,12.911,12.110,13.173,12.126,9.966,94,85,77,1021.358,1018.772,1019.216,10.000,10.000,8.000,27.333,14.029,,0.087,2.186,Rain,184
2016-9-27,18.860,14.162,10.733,17.134,14.113,9.714,100,88,77,1025.814,1022.048,1017.826,10.000,10.000,6.000,26.297,16.242,,0.178,2.973,Rain,225
2016-9-28,21.743,14.070,8.053,17.082,14.096,8.192,100,86,73,1026.258,1023.908,1020.196,10.000,10.000,10.000,29.011,10.039,,0.000,3.917,,193
2016-9-29,17.835,13.908,10.772,16.135,11.062,9.091,94,76,59,1019.763,1015.978,1015.065,10.000,10.000,5.000,29.094,18.193,34.979,0.205,3.039,Rain,254
2016-9-30,18.017,13.075,7.782,11.199,9.149,7.151,94,75,56,1014.777,1012.153,1009.012,10.000,10.000,10.000,24.213,11.182,,0.000,1.982,,233
2016-10-1,15.183,10.900,7.267,10.293,9.187,7.272,100,84,67,1010.957,1005.565,1002.970,10.000,10.000,10.000,29.057,11.120,,0.025,1.826,Rain,235
2016-10-2,16.735,9.709,4.115,10.060,8.057,3.104,100,81,52,1023.363,1017.892,1012.100,10.000,10.000,10.000,13.000,6.091,,0.000,0.812,,223
2016-10-3,16.751,10.120,3.662,12.081,8.153,3.841,100,80,59,1027.192,1026.219,1022.793,10.000,10.000,10.000,29.186,11.265,,0.000,1.208,,140
2016-10-4,17.773,15.882,12.711,13.199,11.002,6.997,88,76,63,1026.939,1026.068,1025.038,10.000,10.000,10.000,37.250,24.173,51.805,0.000,1.943,,108
2016-10-5,17.337,12.851,10.019,11.160,8.047,5.000,94,72,45,1026.068,1025.915,1025.063,10.000,10.000,8.000,34.202,18.209,47.877,0.000,3.231,,74
2016-10-6,13.760,9.001,5.136,6.075,5.075,3.061,93,72,55,1025.123,1022.793,1020.763,10.000,10.000,10.000,29.116,19.023,,0.000,2.186,,54
2016-10-7,13.035,8.861,4.840,10.003,8.014,3.119,94,84,77,1023.404,1020.892,1018.993,10.000,10.000,5.000,23.057,13.085,,0.000,5.002,,58
2016-10-8,15.168,11.480,8.134,11.083,10.031,7.841,100,86,72,1028.246,1025.752,1023.220,10.000,10.000,9.000,21.065,8.052,,0.000,1.845,,3
2016-10-9,14.958,10.327,5.079,10.066,7.178,4.530,94,74,51,1029.279,1028.096,1028.200,10.000,10.000,10.000,21.076,10.150,,0.000,0.970,,21
2016-10-10,15.005,7.920,1.874,8.120,4.051,2.046,100,78,51,1028.086,1025.935,1024.150,10.000,10.000,10.000,14.031,6.164,,0.000,0.825,,37
2016-10-11,15.055,8.782,2.846,8.182,5.098,2.016,100,80,55,1024.174,1021.136,1019.983,10.000,10.000,10.000,24.024,8.022,,0.000,0.906,,73
2016-10-12,15.710,10.686,6.055,10.076,7.010,4.003,93,78,55,1019.837,1019.012,1017.167,10.000,9.000,7.000,32.013,14.151,,0.000,2.242,,50
2016-10-13,13.050,8.821,5.092,8.317,6.240,3.143,93,78,63,1015.626,1010.931,1008.084,10.000,10.000,10.000,23.086,14.073,,0.000,0.810,,45
2016-10-14,12.167,7.095,1.786,11.094,7.666,2.094,100,93,88,1007.904,1003.878,1002.364,10.000,7.000,4.000,24.127,6.224,,0.006,3.988,Rain,69
2016-10-15,13.746,10.168,7.201,10.005,9.236,5.847,100,89,67,1007.015,1004.900,1001.786,10.000,10.000,7.000,23.207,11.169,,0.179,2.048,Fog-Rain,163
2016-10-16,15.785,13.028,12.015,11.137,10.115,8.042,88,77,59,1012.953,1009.075,1005.220,10.000,10.000,9.000,32.137,23.204,,0.146,1.922,Rain,199
2016-10-17,15.915,11.480,9.035,11.098,9.031,7.147,94,78,59,1021.961,1017.861,1012.922,10.000,10.000,10.000,26.028,16.068,40.068,0.000,1.046,,222
2016-10-18,13.766,9.816,4.874,9.167,7.093,4.039,94,77,58,1024.130,1022.026,1019.960,10.000,10.000,10.000,26.312,14.056,,0.000,0.863,,276
2016-10-19,13.790,8.993,4.001,9.067,7.057,4.119,100,82,63,1024.808,1023.888,1023.042,10.000,10.000,10.000,21.315,10.262,,0.000,1.788,,312
2016-10-20,13.000,7.246,1.804,9.208,7.178,1.724,100,88,72,1024.260,1022.989,1021.905,10.000,9.000,0.000,21.335,6.062,,0.000,1.032,Fog,22
2016-10-21,14.113,7.091,1.054,10.106,5.164,0.969,100,88,59,1023.183,1020.983,1019.204,10.000,7.000,0.000,11.027,5.225,,0.000,0.710,Fog,37
2016-10-22,11.048,6.044,-0.195,8.028,5.141,-0.007,100,88,76,1018.959,1014.805,1012.846,10.000,9.000,6.000,19.083,8.040,,0.000,0.809,Fog,49
2016-10-23,12.138,9.030,7.048,7.055,6.095,5.005,93,80,67,1011.858,1008.254,1005.929,10.000,10.000,9.000,32.182,21.111,48.088,0.224,1.984,Rain,65
2016-10-24,11.211,9.027,7.770,10.081,9.033,5.833,100,93,82,1015.986,1010.866,1007.074,10.000,6.000,4.000,23.230,14.125,,0.098,5.069,Rain,35
2016-10-25,15.703,12.118,8.010,13.140,11.075,8.231,100,95,77,1025.471,1022.033,1016.120,10.000,4.000,0.000,14.075,6.048,,0.134,3.015,Fog-Rain,135
2016-10-26,14.996,10.784,6.947,13.325,9.297,5.865,100,93,82,1031.891,1028.772,1024.667,10.000,7.000,0.000,16.014,5.058,,0.000,2.753,Fog,220
2016-10-27,14.768,9.706,5.020,13.026,8.295,4.118,100,91,77,1033.652,1033.268,1032.120,10.000,7.000,0.000,16.150,6.009,,0.000,5.890,Fog,227
2016-10-28,14.613,12.888,11.961,11.071,10.014,9.646,94,84,72,1035.949,1034.999,1032.615,10.000,10.000,10.000,13.169,8.001,,0.000,5.990,,256
2016-10-29,14.022,11.966,11.067,11.077,11.084,10.060,94,85,77,1034.978,1033.898,1032.135,10.000,10.000,10.000,13.288,6.134,,0.000,6.072,,86
2016-10-30,16.970,12.892,8.066,13.018,11.113,8.076,100,86,77,1031.002,1028.063,1025.781,10.000,8.000,3.000,21.226,10.333,,0.000,3.939,Fog,104
2016-10-31,18.063,10.725,4.916,13.090,9.036,5.054,100,90,64,1026.028,1024.762,1023.851,10.000,4.000,0.000,16.197,3.076,,0.000,1.162,Fog,89
2016-11-1,13.053,9.101,5.067,11.119,8.097,4.913,100,93,82,1024.921,1024.063,1022.120,8.000,5.000,0.000,21.177,5.014,,0.000,2.892,Fog,44
2016-11-2,12.498,6.027,-0.462,9.267,4.234,0.181,100,82,58,1027.077,1025.028,1025.072,10.000,9.000,6.000,13.090,6.005,,0.000,2.061,Fog,19
2016-11-3,9.113,3.853,-0.069,7.224,4.044,-0.686,100,94,87,1024.981,1020.022,1015.838,10.000,9.000,0.000,6.126,2.135,,0.004,4.059,Fog-Rain,343
2016-11-4,11.418,6.776,3.147,9.200,5.127,1.976,100,90,67,1015.955,1009.223,1007.144,10.000,8.000,0.000,24.088,5.121,,0.202,1.778,Fog-Rain,309
2016-11-5,10.138,5.904,0.982,6.057,2.058,-0.902,100,79,61,1010.896,1008.025,1005.675,10.000,10.000,10.000,21.025,6.087,,0.000,1.235,Fog,348
2016-11-6,9.015,2.925,-2.985,4.145,1.044,-4.035,100,77,58,1011.429,1008.753,1006.887,10.000,10.000,10.000,26.079,8.307,46.903,0.000,1.961,,335
2016-11-7,9.012,4.175,0.282,2.135,1.017,-2.089,93,74,58,1016.075,1014.882,1014.031,10.000,10.000,10.000,21.089,13.204,,0.000,1.079,,349
2016-11-8,11.004,5.850,2.002,10.172,5.146,1.138,100,90,76,1016.109,1007.123,993.940,10.000,10.000,5.000,35.007,6.017,,0.283,3.530,Rain,177
2016-11-9,11.125,8.851,6.692,10.040,6.011,3.659,94,83,62,1008.032,1003.879,993.069,10.000,10.000,10.000,42.363,23.392,69.246,0.023,2.115,Rain,298
2016-11-10,11.654,7.868,5.169,9.239,6.141,2.080,100,83,67,1017.022,1011.079,1007.044,10.000,10.000,10.000,29.125,10.304,40.037,0.219,1.957,Rain,298
2016-11-11,12.006,6.143,1.433,8.158,6.117,0.745,100,86,76,1023.074,1020.340,1016.998,10.000,10.000,10.000,26.000,6.116,,0.000,2.172,,167
